item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q1294133,Kirchenmusikdirektor,church music director
http://www.wikidata.org/entity/Q1371796,gunsmith,"person who repairs, modifies, designs, or builds firearms"
http://www.wikidata.org/entity/Q1255461,angel of mercy,"type of criminal offender employed as a caregiver and intentionally harms or kills people under their care, deciding the victim would be better off if they no longer suffered from whatever severe illness is plaguing them"
http://www.wikidata.org/entity/Q1416611,postmaster,head of a post office
http://www.wikidata.org/entity/Q1153051,inker,line artist in a traditional comic book or graphic novel
http://www.wikidata.org/entity/Q1418159,information broker,individual or company specializing in collecting and analysing data about consumers to sell to producers
http://www.wikidata.org/entity/Q1427496,comprador,"person who acts as an agent for foreign organizations engaged in investment, trade, or economic or political exploitation"
http://www.wikidata.org/entity/Q1162163,director,person who leads a particular area of a company or organization
http://www.wikidata.org/entity/Q1493121,military historian,person whose principal occupation or training is in military history
http://www.wikidata.org/entity/Q1349880,thaumaturge,occupation of a miracle worker or saint
http://www.wikidata.org/entity/Q1499523,military safety officer,military role ensuring compliance with safety regulations
http://www.wikidata.org/entity/Q1361693,bellows pumper,assistant pumping the bellows
http://www.wikidata.org/entity/Q1500610,community leader,person perceived to represent a community
http://www.wikidata.org/entity/Q1270844,Papal gentleman,lay attendant of the pope and his papal household in Vatican City
http://www.wikidata.org/entity/Q1508239,Promyshlennik,"Russian and indigenous Siberian contract workers who engaged in the Siberian, maritime and later the Russian American fur trade"
http://www.wikidata.org/entity/Q1509714,porter,person who carries objects or cargo for others
http://www.wikidata.org/entity/Q1268911,spelman,type of folk musician in Scandinavia
http://www.wikidata.org/entity/Q1409420,feudatory,"someone who rules an area, (at least nominally) as vassal to a feudal overlord"
http://www.wikidata.org/entity/Q1517909,shoeshiner,craft
http://www.wikidata.org/entity/Q1484065,guslar,"epic singer of Southeast Europe, accompanying self on gusla"
http://www.wikidata.org/entity/Q1455520,groom,"stable worker who provides practical daily horse care to ensure the horses health, welfare and safety"
http://www.wikidata.org/entity/Q1385518,extreme sports athlete,sportsperson who practices extreme sports
http://www.wikidata.org/entity/Q1281618,sculptor,artist specializing in sculpture
http://www.wikidata.org/entity/Q1150166,facilitator,helps a group understand common objectives & reach them
http://www.wikidata.org/entity/Q1154323,spree killer,person killing in multiple locations in a short time
http://www.wikidata.org/entity/Q1414937,combatant,person who takes a direct part in the hostilities of an armed conflict
http://www.wikidata.org/entity/Q1191714,blue-collar worker,working class laborer who performs skilled or unskilled manual labor
http://www.wikidata.org/entity/Q1181984,Marine officer,military rank
http://www.wikidata.org/entity/Q1285463,prefect,French state's representative in a department or region
http://www.wikidata.org/entity/Q1254525,drag king,"performance artists, usually female, who dress and behave in masculine ways for performance"
http://www.wikidata.org/entity/Q1225491,dilettante,occupation
http://www.wikidata.org/entity/Q1274333,valletta,"occupation; Italian term for (female) assistant to the host of a game show, variety show, beauty contest, sports competition, etc."
http://www.wikidata.org/entity/Q1318187,scrivener,"clerk, scribe, or notary"
http://www.wikidata.org/entity/Q1327329,multi-instrumentalist,musician who plays multiple musical instruments
http://www.wikidata.org/entity/Q1199966,kampaku,
http://www.wikidata.org/entity/Q1469849,marauder,person engaged in banditry or related activity in times of war
http://www.wikidata.org/entity/Q1477129,seeress (Germanic),female shaman of Germanic culture and mythology said to have the ability to foretell future occurrences
http://www.wikidata.org/entity/Q1476215,human rights activist,person who acts to protect human rights
http://www.wikidata.org/entity/Q1284709,master craftsman,occupational rank
http://www.wikidata.org/entity/Q1323191,costume designer,"person who designs costumes for a film, stage production or television show"
http://www.wikidata.org/entity/Q1404030,mobster,mafia member
http://www.wikidata.org/entity/Q1369991,toasting,"the act of talking or chanting, usually in a monotone melody, over a rhythm or beat by a reggae deejay"
http://www.wikidata.org/entity/Q1250916,warrior,person specializing in combat or warfare
http://www.wikidata.org/entity/Q1225716,ornithologist,scientist who studies birds
http://www.wikidata.org/entity/Q1146336,cutman,a person responsible for preventing and treating physical damage to a fighter
http://www.wikidata.org/entity/Q1484046,Kammermusiker,German honorary title for distinguished instrumentalists and singers in classical music
http://www.wikidata.org/entity/Q1475726,philatelist,collector of postage stamps
http://www.wikidata.org/entity/Q1255921,president,leader of an organization
http://www.wikidata.org/entity/Q1397808,resistance fighter,fighter who is resisting an authoritarian force
http://www.wikidata.org/entity/Q1259323,tribal chief,leader of a tribal society or chiefdom
http://www.wikidata.org/entity/Q1334674,tamada,toastmaster of a Georgian supra or feast
http://www.wikidata.org/entity/Q1499034,spiritual,occupation; type of priest
http://www.wikidata.org/entity/Q1459149,schoolmaster,male school teacher
http://www.wikidata.org/entity/Q1511216,courtier,person who is often in attendance at the court of a king or other royal personage
http://www.wikidata.org/entity/Q1413522,impostor,"person who falsifies their identity, history, or personal characteristics with intent to deceive"
http://www.wikidata.org/entity/Q1261521,switchboard operator,profession
http://www.wikidata.org/entity/Q1260222,Sardar,Sherpa mountain guide who manages all the other Sherpas in a climbing expedition or trekking group
http://www.wikidata.org/entity/Q1214796,double-bassist,musician who plays the double bass
http://www.wikidata.org/entity/Q1637531,dog trainer,animal trainer specialized in dog training
http://www.wikidata.org/entity/Q1714828,hunter,person who hunts
http://www.wikidata.org/entity/Q1956886,mystagogue,religious or occult function
http://www.wikidata.org/entity/Q1538276,Q1538276,
http://www.wikidata.org/entity/Q1637983,Q1637983,
http://www.wikidata.org/entity/Q1664348,Q1664348,
http://www.wikidata.org/entity/Q1737057,Q1737057,
http://www.wikidata.org/entity/Q1737259,Q1737259,
http://www.wikidata.org/entity/Q1747702,Q1747702,
http://www.wikidata.org/entity/Q1765198,Q1765198,
http://www.wikidata.org/entity/Q1802400,Q1802400,
http://www.wikidata.org/entity/Q1859236,Q1859236,
http://www.wikidata.org/entity/Q1968342,official scorer,Person who records the official record of events in a baseball game
http://www.wikidata.org/entity/Q1945168,Q1945168,
http://www.wikidata.org/entity/Q1934684,homemaker,family member whose main occupation is running or managing the family's home (for married woman use Q38126150)
http://www.wikidata.org/entity/Q1995915,escrow agent,neutral third party intermediary in a transaction between a buyer and seller
http://www.wikidata.org/entity/Q1607826,editor,person who edits texts or publications
http://www.wikidata.org/entity/Q1553123,lector,foreign native speaker in language teaching at universities
http://www.wikidata.org/entity/Q1591359,sysselmann,"governmental position in Iceland, Faroes, and Svalbard"
http://www.wikidata.org/entity/Q1519593,fencing master,"person that teaches sportive, artistic or historical fencing"
http://www.wikidata.org/entity/Q1690874,coxswain,member who steers the boat in a rowing crew
http://www.wikidata.org/entity/Q1616828,witch,usually female practitioner of witchcraft
http://www.wikidata.org/entity/Q1535038,amateur geology,non-professional study of rocks
http://www.wikidata.org/entity/Q1631244,Hottenträger,occupation
http://www.wikidata.org/entity/Q1589210,hewer,miner who loosens rock and minerals in a mine
http://www.wikidata.org/entity/Q1728568,capitalist,economic agent that owns or controls the means of producing wealth
http://www.wikidata.org/entity/Q1697506,United States Marine Corps Scout Sniper,occupational field and specialty within the USMC
http://www.wikidata.org/entity/Q1783698,concert singer,"singer in classical concerts, performing in genres such as oratorios, symphonic works, art songs"
http://www.wikidata.org/entity/Q1885941,media personality,person known to the public through their media appearances
http://www.wikidata.org/entity/Q1939892,amateur radio operator,amateur operator of radio communications equipment
